,Date,Open,High,Low,Close,Adj Close,Volume
1761,2018-01-02,20.799999,21.474001,20.733334,21.368668,21.368668,65283000
1762,2018-01-03,21.4,21.683332,21.036667,21.15,21.15,67822500
1763,2018-01-04,20.858,21.236668,20.378668,20.974667,20.974667,149194500
1764,2018-01-05,21.108,21.149332,20.799999,21.105333,21.105333,68868000
1765,2018-01-08,21.066668,22.468,21.033333,22.427334,22.427334,147891000
1766,2018-01-09,22.344,22.586666,21.826668,22.246,22.246,107199000
1767,2018-01-10,22.146667,22.466667,22.0,22.32,22.32,64648500
1768,2018-01-11,22.349333,22.987333,22.217333,22.530001,22.530001,99682500
1769,2018-01-12,22.575333,22.694,22.244667,22.414667,22.414667,72376500
1770,2018-01-16,22.502666,23.0,22.32,22.670668,22.670668,97114500
1771,2018-01-17,22.698,23.266666,22.65,23.143999,23.143999,106552500
1772,2018-01-18,23.044666,23.486668,22.916,22.971333,22.971333,85287000
1773,2018-01-19,23.0,23.372667,22.84,23.334667,23.334667,73324500
1774,2018-01-22,23.293333,23.855333,23.280001,23.437332,23.437332,93156000
1775,2018-01-23,24.0,24.033333,23.4,23.519333,23.519333,81981000
1776,2018-01-24,23.638666,23.65,22.901333,23.059334,23.059334,79312500
1777,2018-01-25,23.218,23.280001,22.426666,22.509333,22.509333,101104500
1778,2018-01-26,22.766666,22.933332,22.380667,22.856667,22.856667,68091000
1779,2018-01-29,22.656668,23.389999,22.552,23.302,23.302,71206500
1780,2018-01-30,23.009333,23.218,22.811333,23.054667,23.054667,70765500
1781,2018-01-31,23.167334,23.746,23.012667,23.620667,23.620667,93211500
1782,2018-02-01,23.4,23.977333,23.242001,23.283333,23.283333,62965500
1783,2018-02-02,23.229334,23.463333,22.700666,22.916668,22.916668,55572000
1784,2018-02-05,22.531334,22.964666,22.200001,22.208668,22.208668,66961500
1785,2018-02-06,21.680668,22.414667,21.566668,22.264668,22.264668,76326000
1786,2018-02-07,22.599333,23.066668,22.377333,23.0,23.0,104538000
1787,2018-02-08,22.887333,23.241333,20.973333,21.015333,21.015333,154719000
1788,2018-02-09,21.328667,21.398666,19.650667,20.694668,20.694668,194005500
1789,2018-02-12,21.075333,21.205334,20.416668,21.048668,21.048668,93417000
1790,2018-02-13,21.001333,21.612667,20.834,21.577333,21.577333,68403000
1791,2018-02-14,21.389334,21.744667,21.234667,21.487333,21.487333,59260500
1792,2018-02-15,21.633333,22.274668,21.493334,22.271334,22.271334,88693500
1793,2018-02-16,22.166668,22.874666,22.109333,22.365999,22.365999,84639000
1794,2018-02-20,22.298,22.722668,22.1,22.318001,22.318001,60141000
1795,2018-02-21,22.402,22.646,22.211332,22.219999,22.219999,48294000
1796,2018-02-22,22.368668,23.162666,22.316668,23.077999,23.077999,104547000
1797,2018-02-23,23.188667,23.666,23.139999,23.469999,23.469999,87261000
1798,2018-02-26,23.566668,23.933332,23.490667,23.827999,23.827999,65100000
1799,2018-02-27,23.75,23.999332,23.334,23.399332,23.399332,71961000
1800,2018-02-28,23.504667,23.682667,22.814667,22.870667,22.870667,91045500
1801,2018-03-01,23.000668,23.244667,22.004667,22.062,22.062,103284000
1802,2018-03-02,21.798668,22.348,21.531334,22.341333,22.341333,76392000
1803,2018-03-05,22.159332,22.516666,21.952667,22.223333,22.223333,57357000
1804,2018-03-06,22.25,22.424667,21.802,21.879999,21.879999,64285500
1805,2018-03-07,21.695999,22.166668,21.449333,22.153334,22.153334,75109500
1806,2018-03-08,22.190666,22.219999,21.751333,21.940001,21.940001,53493000
1807,2018-03-09,21.606667,21.899332,21.491333,21.811333,21.811333,82602000
1808,2018-03-12,21.907333,23.147333,21.766666,23.034,23.034,123960000
1809,2018-03-13,21.907333,23.147333,21.766666,22.789333,22.789333,89487000
1810,2018-03-14,22.450666,22.653999,21.595333,21.775333,21.775333,119511000
1811,2018-03-15,21.958668,22.190001,21.406668,21.706667,21.706667,98472000
1812,2018-03-16,21.528667,21.826668,21.271334,21.423332,21.423332,91759500
1813,2018-03-19,21.1,21.383333,20.644667,20.903999,20.903999,112264500
1814,2018-03-20,20.991333,21.083332,20.584,20.703333,20.703333,71464500
1815,2018-03-21,20.683332,21.496,20.679333,21.101999,21.101999,89376000
1816,2018-03-22,20.926001,21.254667,20.545334,20.606667,20.606667,74097000
1817,2018-03-23,20.75,20.75,20.030001,20.102667,20.102667,99823500
1818,2018-03-26,20.489332,20.506001,19.424,20.278667,20.278667,125628000
1819,2018-03-27,20.266666,20.284666,18.478666,18.612,18.612,208080000
1820,2018-03-28,17.638666,17.912001,16.806667,17.185333,17.185333,315021000
1821,2018-03-29,17.099333,18.063999,16.547333,17.742001,17.742001,227560500
1822,2018-04-02,17.084,17.355333,16.306,16.832001,16.832001,241710000
1823,2018-04-03,17.988001,18.223333,16.966,17.835333,17.835333,282666000
1824,2018-04-04,16.851999,19.224667,16.799999,19.129333,19.129333,298450500
1825,2018-04-05,19.289333,20.417334,19.213333,20.381332,20.381332,286816500
1826,2018-04-06,20.066668,20.618668,19.700001,19.953333,19.953333,202804500
1827,2018-04-09,20.024668,20.633333,19.280666,19.310667,19.310667,153747000
1828,2018-04-10,19.931334,20.473333,19.578667,20.313334,20.313334,164847000
1829,2018-04-11,20.049334,20.598667,19.977333,20.062,20.062,112243500
1830,2018-04-12,20.154667,20.263332,19.578667,19.605333,19.605333,114132000
1831,2018-04-13,20.24,20.263332,19.732,20.022667,20.022667,109908000
1832,2018-04-16,19.933332,19.977333,19.267332,19.414,19.414,95077500
1833,2018-04-17,19.257999,19.478001,18.834,19.179333,19.179333,105000000
1834,2018-04-18,19.405333,20.016001,19.210667,19.556667,19.556667,98365500
1835,2018-04-19,19.405333,20.067333,19.236668,20.005333,20.005333,91359000
1836,2018-04-20,19.677999,19.998667,19.316668,19.349333,19.349333,84418500
1837,2018-04-23,19.419333,19.441334,18.822001,18.891333,18.891333,73401000
1838,2018-04-24,19.0,19.139334,18.563999,18.897333,18.897333,85279500
1839,2018-04-25,18.9,19.010668,18.483334,18.712667,18.712667,60204000
1840,2018-04-26,18.583332,19.052668,18.433332,19.032,19.032,65340000
1841,2018-04-27,19.024668,19.631332,18.922001,19.605333,19.605333,65469000
1842,2018-04-30,19.573999,19.915333,19.5,19.593332,19.593332,63423000
1843,2018-05-01,19.567333,20.054667,19.548,19.994667,19.994667,69384000
1844,2018-05-02,19.904667,20.456667,19.851999,20.076668,20.076668,134556000
1845,2018-05-03,18.586,19.202667,18.348667,18.963333,18.963333,260281500
1846,2018-05-04,18.866667,19.790667,18.634666,19.606001,19.606001,128541000
1847,2018-05-07,19.833332,20.397333,19.677999,20.184668,20.184668,130173000
1848,2018-05-08,20.053333,20.516666,19.933332,20.131332,20.131332,88950000
1849,2018-05-09,20.027332,20.467333,20.003332,20.456667,20.456667,85911000
1850,2018-05-10,20.5,20.865999,20.274,20.334667,20.334667,84774000
1851,2018-05-11,20.513332,20.591999,19.938667,20.070667,20.070667,70194000
1852,2018-05-14,20.221333,20.329332,19.441334,19.464666,19.464666,109302000
1853,2018-05-15,19.000668,19.130667,18.700001,18.945333,18.945333,142788000
1854,2018-05-16,18.922001,19.254,18.770666,19.098667,19.098667,85110000
1855,2018-05-17,19.059999,19.279333,18.931334,18.969334,18.969334,66309000
1856,2018-05-18,18.976667,18.976667,18.266666,18.454666,18.454666,108778500
1857,2018-05-21,18.755333,19.432667,18.753332,18.966,18.966,137739000
1858,2018-05-22,19.184,19.200001,18.228001,18.334,18.334,134187000
1859,2018-05-23,18.517332,18.660667,18.266666,18.604668,18.604668,89776500
1860,2018-05-24,18.559999,18.740667,18.326,18.523333,18.523333,62650500
1861,2018-05-25,18.508667,18.642668,18.374001,18.59,18.59,58126500
1862,2018-05-29,18.567333,19.1,18.41,18.917334,18.917334,84999000
1863,2018-05-30,18.886,19.667334,18.773333,19.448,19.448,112345500
1864,2018-05-31,19.147333,19.358,18.862,18.982,18.982,88795500
1865,2018-06-01,19.057333,19.463333,18.922667,19.454666,19.454666,81366000
1866,2018-06-04,19.622667,19.933332,19.57,19.782667,19.782667,71967000
1867,2018-06-05,19.846666,19.853333,19.115999,19.408667,19.408667,89928000
1868,2018-06-06,20.033333,21.478001,19.832001,21.299999,21.299999,281509500
1869,2018-06-07,21.076668,22.0,20.905333,21.072666,21.072666,215179500
1870,2018-06-08,21.266666,21.632,21.143333,21.177334,21.177334,123078000
1871,2018-06-11,21.500668,22.310667,21.5,22.139999,22.139999,197752500
1872,2018-06-12,22.98,23.664667,22.533333,22.851334,22.851334,335211000
1873,2018-06-13,23.114,23.146667,22.653334,22.985332,22.985332,142047000
1874,2018-06-14,23.175333,23.916668,23.106667,23.848,23.848,164715000
1875,2018-06-15,23.589333,24.311333,23.416668,23.878,23.878,162724500
1876,2018-06-18,23.693333,24.915333,23.633333,24.722,24.722,181098000
1877,2018-06-19,24.344,24.666668,23.083332,23.503332,23.503332,191428500
1878,2018-06-20,23.869333,24.292,23.466667,24.148001,24.148001,125755500
1879,2018-06-21,24.133333,24.414,23.084667,23.167334,23.167334,119506500
1880,2018-06-22,23.436001,23.483334,22.133333,22.242001,22.242001,153991500
1881,2018-06-25,22.007999,22.564667,21.833332,22.200666,22.200666,103969500
1882,2018-06-26,22.403334,22.903334,21.719999,22.799999,22.799999,111787500
1883,2018-06-27,23.0,23.386,22.633333,22.966667,22.966667,125005500
1884,2018-06-28,23.243999,23.801332,23.073999,23.328667,23.328667,125970000
1885,2018-06-29,23.555332,23.590668,22.827333,22.863333,22.863333,97386000
1886,2018-07-02,24.004667,24.318666,21.99,22.337999,22.337999,281397000
1887,2018-07-03,22.116667,22.166,20.646,20.724001,20.724001,184239000
1888,2018-07-05,20.917334,20.959333,19.747999,20.610666,20.610666,262146000
1889,2018-07-06,20.33,20.804667,20.133333,20.593332,20.593332,132982500
1890,2018-07-09,20.799334,21.234667,20.533333,21.233999,21.233999,113952000
1891,2018-07-10,21.637333,21.845333,21.280001,21.497999,21.497999,142072500
1892,2018-07-11,21.053333,21.462667,21.004667,21.264,21.264,73261500
1893,2018-07-12,21.428667,21.548668,20.851334,21.114,21.114,85818000
1894,2018-07-13,21.038668,21.305332,20.616667,21.257999,21.257999,88047000
1895,2018-07-16,20.780666,21.010668,20.416668,20.673332,20.673332,117280500
1896,2018-07-17,20.587334,21.649332,20.566668,21.512667,21.512667,104943000
1897,2018-07-18,21.666668,21.700001,21.083332,21.59,21.59,84363000
1898,2018-07-19,21.088667,21.569332,20.934,21.348667,21.348667,88729500
1899,2018-07-20,21.415333,21.549334,20.780666,20.905333,20.905333,77433000
1900,2018-07-23,20.122667,20.366667,19.524,20.213333,20.213333,164893500
1901,2018-07-24,20.294666,20.514668,19.503332,19.828667,19.828667,143862000
1902,2018-07-25,19.782667,20.641333,19.633333,20.582666,20.582666,106131000
1903,2018-07-26,20.323334,20.713333,20.242666,20.443333,20.443333,69457500
1904,2018-07-27,20.483334,20.512667,19.689333,19.812,19.812,85549500
1905,2018-07-30,19.726667,19.74,19.075333,19.344667,19.344667,102211500
1906,2018-07-31,19.483334,19.888,19.271334,19.875999,19.875999,76153500
1907,2018-08-01,19.865999,20.200001,19.533333,20.056,20.056,151941000
1908,2018-08-02,21.896,23.332666,21.544001,23.302668,23.302668,348225000
1909,2018-08-03,23.187332,23.666668,22.835333,23.211332,23.211332,204847500
1910,2018-08-06,23.030666,23.665333,22.788,22.799334,22.799334,128464500
1911,2018-08-07,22.922667,25.830667,22.610001,25.304667,25.304667,463137000
1912,2018-08-08,24.606001,25.509333,24.474667,24.689333,24.689333,368568000
1913,2018-08-09,24.370001,24.467333,23.048668,23.496668,23.496668,257757000
1914,2018-08-10,23.6,24.0,23.066668,23.699333,23.699333,173280000
1915,2018-08-13,24.075333,24.212667,23.268,23.760668,23.760668,156958500
1916,2018-08-14,23.896667,23.946667,23.139999,23.176001,23.176001,104796000
1917,2018-08-15,22.794001,22.966,22.142668,22.579332,22.579332,136519500
1918,2018-08-16,22.660667,22.818666,22.254667,22.363333,22.363333,90960000
1919,2018-08-17,21.566668,21.784666,20.235332,20.366667,20.366667,284379000
1920,2018-08-20,19.446667,20.566668,19.213333,20.562668,20.562668,261034500
1921,2018-08-21,20.707333,21.652666,20.6,21.459999,21.459999,197583000
1922,2018-08-22,21.391333,21.591999,20.978001,21.442667,21.442667,89190000
1923,2018-08-23,21.275999,21.821333,21.206667,21.34,21.34,77209500
1924,2018-08-24,21.379999,21.59,21.293333,21.521334,21.521334,54039000
1925,2018-08-27,21.200001,21.496,20.587334,21.284666,21.284666,196189500
1926,2018-08-28,21.227333,21.258667,20.746,20.790667,20.790667,114736500
