,Date,Close, Volume, Open, High, Low
2348,2019-06-27,199.74," 20,899,720.00 ",200.29,201.57,199.57
2349,2019-06-28,197.92," 31,110,640.00 ",198.68,199.5,197.05
2350,2019-07-01,201.55," 27,316,740.00 ",203.17,204.49,200.65
2351,2019-07-02,202.73," 16,935,220.00 ",201.41,203.13,201.36
2352,2019-07-03,204.41," 11,362,050.00 ",203.28,204.44,202.69
2353,2019-07-05,204.23," 17,265,520.00 ",203.35,205.08,202.9
2354,2019-07-08,200.02," 25,338,630.00 ",200.81,201.4,198.41
2355,2019-07-09,201.24," 20,578,020.00 ",199.2,201.51,198.81
2356,2019-07-10,203.23," 17,897,140.00 ",201.85,203.73,201.56
2357,2019-07-11,201.75," 20,191,840.00 ",203.31,204.39,201.71
2358,2019-07-12,203.3," 17,595,210.00 ",202.45,204.0,202.2
2359,2019-07-15,205.21," 16,947,420.00 ",204.09,205.87,204.0
2360,2019-07-16,204.5," 16,866,820.00 ",204.59,206.11,203.5
2361,2019-07-17,203.35," 14,107,450.00 ",204.05,205.09,203.27
2362,2019-07-18,205.66," 18,582,160.00 ",204.0,205.88,203.7
2363,2019-07-19,202.59," 20,929,310.00 ",205.79,206.5,202.36
2364,2019-07-22,207.22," 22,277,930.00 ",203.65,207.23,203.61
2365,2019-07-23,208.84," 18,355,210.00 ",208.46,208.91,207.29
2366,2019-07-24,208.67," 14,991,570.00 ",207.67,209.15,207.17
2367,2019-07-25,207.02," 13,909,560.00 ",208.89,209.24,206.73
2368,2019-07-26,207.74," 17,618,870.00 ",207.48,209.73,207.14
2369,2019-07-29,209.68," 21,673,390.00 ",208.46,210.64,208.44
2370,2019-07-30,208.78," 33,935,720.00 ",208.76,210.16,207.31
2371,2019-07-31,213.04," 69,281,360.00 ",216.42,221.37,211.3
2372,2019-08-01,208.43," 54,017,920.00 ",213.9,218.03,206.74
2373,2019-08-02,204.02," 40,862,120.00 ",205.53,206.43,201.63
2374,2019-08-05,193.34," 52,392,970.00 ",197.99,198.65,192.58
2375,2019-08-06,197.0," 35,824,790.00 ",196.31,198.07,194.04
2376,2019-08-07,199.04," 33,364,400.00 ",195.41,199.56,193.82
2377,2019-08-08,203.43," 27,009,520.00 ",200.2,203.53,199.39
2378,2019-08-09,200.99," 24,619,750.00 ",201.3,202.76,199.29
2379,2019-08-12,200.48," 22,481,890.00 ",199.62,202.05,199.15
2380,2019-08-13,208.97," 47,539,790.00 ",201.02,212.14,200.83
2381,2019-08-14,202.75," 36,547,440.00 ",203.16,206.44,202.59
2382,2019-08-15,201.74," 27,883,360.00 ",203.46,205.14,199.67
2383,2019-08-16,206.5," 28,813,620.00 ",204.28,207.16,203.84
2384,2019-08-19,210.35," 24,431,920.00 ",210.62,212.73,210.03
2385,2019-08-20,210.36," 26,919,530.00 ",210.88,213.35,210.32
2386,2019-08-21,212.64," 21,564,750.00 ",212.99,213.65,211.6
2387,2019-08-22,212.46," 22,267,820.00 ",213.19,214.44,210.75
2388,2019-08-23,202.64," 46,882,840.00 ",209.43,212.05,201.0
2389,2019-08-26,206.49," 26,066,130.00 ",205.86,207.19,205.06
2390,2019-08-27,204.16," 25,897,340.00 ",207.86,208.55,203.53
2391,2019-08-28,205.53," 15,957,630.00 ",204.1,205.72,203.32
2392,2019-08-29,209.01," 21,007,650.00 ",208.5,209.32,206.66
2393,2019-08-30,208.74," 21,162,560.00 ",210.16,210.45,207.2
2394,2019-09-03,205.7," 20,059,570.00 ",206.43,206.98,204.22
2395,2019-09-04,209.19," 19,216,820.00 ",208.39,209.48,207.32
2396,2019-09-05,213.28," 23,946,880.00 ",212.0,213.97,211.51
2397,2019-09-06,213.26," 19,362,290.00 ",214.05,214.42,212.51
2398,2019-09-09,214.17," 27,309,400.00 ",214.84,216.44,211.07
2399,2019-09-10,216.7," 31,777,930.00 ",213.86,216.78,211.71
2400,2019-09-11,223.59," 44,289,650.00 ",218.07,223.71,217.73
2401,2019-09-12,223.09," 32,226,670.00 ",224.8,226.42,222.86
2402,2019-09-13,218.75," 39,763,300.00 ",220.0,220.79,217.02
2403,2019-09-16,219.9," 21,158,140.00 ",217.73,220.13,217.56
2404,2019-09-17,220.7," 18,386,470.00 ",219.96,220.82,219.12
2405,2019-09-18,222.77," 25,643,090.00 ",221.06,222.85,219.44
2406,2019-09-19,220.96," 22,187,880.00 ",222.01,223.76,220.37
2407,2019-09-20,217.73," 57,977,090.00 ",221.38,222.56,217.47
2408,2019-09-23,218.72," 19,419,650.00 ",218.95,219.84,217.65
2409,2019-09-24,217.68," 31,434,370.00 ",221.03,222.49,217.19
2410,2019-09-25,221.03," 22,481,010.00 ",218.55,221.5,217.14
2411,2019-09-26,219.89," 19,088,310.00 ",220.0,220.94,218.83
2412,2019-09-27,218.82," 25,361,290.00 ",220.54,220.96,217.28
2413,2019-09-30,223.97," 26,318,580.00 ",220.9,224.58,220.79
2414,2019-10-01,224.59," 36,187,160.00 ",225.07,228.22,224.2
2415,2019-10-02,218.96," 35,767,260.00 ",223.06,223.58,217.93
2416,2019-10-03,220.82," 30,352,690.00 ",218.43,220.96,215.13
2417,2019-10-04,227.01," 34,755,550.00 ",225.64,227.49,223.89
2418,2019-10-07,227.06," 30,889,270.00 ",226.27,229.93,225.84
2419,2019-10-08,224.4," 29,282,700.00 ",225.82,228.06,224.33
2420,2019-10-09,227.03," 19,029,420.00 ",227.03,227.79,225.64
2421,2019-10-10,230.09," 28,962,980.00 ",227.93,230.44,227.3
2422,2019-10-11,236.21," 41,990,210.00 ",232.95,237.64,232.31
2423,2019-10-14,235.87," 24,413,480.00 ",234.9,238.13,234.67
2424,2019-10-15,235.32," 23,040,480.00 ",236.39,237.65,234.88
2425,2019-10-16,234.37," 19,286,690.00 ",233.37,235.24,233.2
2426,2019-10-17,235.28," 17,272,900.00 ",235.09,236.15,233.52
2427,2019-10-18,236.41," 24,377,170.00 ",234.59,237.58,234.29
2428,2019-10-21,240.51," 22,367,480.00 ",237.52,240.99,237.32
2429,2019-10-22,239.96," 22,684,000.00 ",241.16,242.2,239.62
2430,2019-10-23,243.18," 19,932,550.00 ",242.1,243.24,241.22
2431,2019-10-24,243.58," 17,916,260.00 ",244.51,244.8,241.81
2432,2019-10-25,246.58," 18,369,300.00 ",243.16,246.73,242.88
2433,2019-10-28,249.05," 24,143,240.00 ",247.42,249.25,246.72
2434,2019-10-29,243.29," 35,709,870.00 ",248.97,249.75,242.57
2435,2019-10-30,243.26," 31,130,520.00 ",244.76,245.3,241.21
2436,2019-10-31,248.76," 34,790,520.00 ",247.24,249.17,237.26
2437,2019-11-01,255.82," 37,781,330.00 ",249.54,255.93,249.16
2438,2019-11-04,257.5," 25,817,950.00 ",257.33,257.85,255.38
2439,2019-11-05,257.13," 19,974,430.00 ",257.05,258.19,256.32
2440,2019-11-06,257.24," 18,966,120.00 ",256.77,257.49,255.37
2441,2019-11-07,259.43," 23,735,080.00 ",258.74,260.35,258.11
2442,2019-11-08,260.14," 17,520,500.00 ",258.69,260.44,256.85
2443,2019-11-11,262.2," 20,507,460.00 ",258.3,262.47,258.28
2444,2019-11-12,261.96," 21,847,230.00 ",261.55,262.79,260.92
2445,2019-11-13,264.47," 25,817,590.00 ",261.13,264.78,261.07
2446,2019-11-14,262.64," 22,395,560.00 ",263.75,264.88,262.1
2447,2019-11-15,265.76," 25,093,670.00 ",263.68,265.78,263.01
2448,2019-11-18,267.1," 21,700,900.00 ",265.8,267.43,264.23
2449,2019-11-19,266.29," 19,069,600.00 ",267.9,268.0,265.39
2450,2019-11-20,263.19," 26,609,920.00 ",265.54,266.08,260.4
2451,2019-11-21,262.01," 30,348,780.00 ",263.69,264.01,261.18
2452,2019-11-22,261.78," 16,331,260.00 ",262.59,263.18,260.84
2453,2019-11-25,266.37," 21,029,520.00 ",262.71,266.44,262.52
2454,2019-11-26,264.29," 26,334,880.00 ",266.94,267.16,262.5
2455,2019-11-27,267.84," 16,386,120.00 ",265.58,267.98,265.31
2456,2019-11-29,267.25," 11,654,360.00 ",266.6,268.0,265.9
2457,2019-12-02,264.16," 23,693,550.00 ",267.27,268.25,263.45
2458,2019-12-03,259.45," 29,377,270.00 ",258.31,259.53,256.29
2459,2019-12-04,261.74," 16,810,390.00 ",261.07,263.31,260.68
2460,2019-12-05,265.58," 18,661,340.00 ",263.79,265.89,262.73
2461,2019-12-06,270.71," 26,547,490.00 ",267.48,271.0,267.3
2462,2019-12-09,266.92," 32,182,650.00 ",270.0,270.8,264.91
2463,2019-12-10,268.48," 22,632,380.00 ",268.6,270.07,265.86
2464,2019-12-11,270.77," 19,723,390.00 ",268.81,271.1,268.5
2465,2019-12-12,271.46," 34,437,040.00 ",267.78,272.56,267.32
2466,2019-12-13,275.15," 33,432,810.00 ",271.46,275.3,270.93
2467,2019-12-16,279.86," 32,081,110.00 ",277.0,280.79,276.98
2468,2019-12-17,280.41," 28,575,800.00 ",279.57,281.77,278.8
2469,2019-12-18,279.74," 29,024,690.00 ",279.8,281.9,279.12
2470,2019-12-19,280.02," 24,626,950.00 ",279.5,281.18,278.95
2471,2019-12-20,279.44," 69,032,740.00 ",282.23,282.65,278.56
2472,2019-12-23,284.0," 24,677,880.00 ",280.53,284.25,280.37
2473,2019-12-24,284.27," 12,119,710.00 ",284.69,284.89,282.92
2474,2019-12-26,289.91," 23,334,000.00 ",284.82,289.98,284.7
2475,2019-12-27,289.8," 36,592,940.00 ",291.12,293.97,288.12
2476,2019-12-30,291.52," 36,059,610.00 ",289.46,292.69,285.22
2477,2019-12-31,293.65," 25,247,630.00 ",289.93,293.68,289.52
2478,2020-01-02,300.35," 33,911,860.00 ",296.24,300.6,295.19
2479,2020-01-03,297.43," 36,633,880.00 ",297.15,300.58,296.5
2480,2020-01-06,299.8," 29,644,640.00 ",293.79,299.96,292.75
2481,2020-01-07,298.39," 27,877,660.00 ",299.84,300.9,297.48
2482,2020-01-08,303.19," 33,090,950.00 ",297.16,304.44,297.16
2483,2020-01-09,309.63," 42,621,540.00 ",307.24,310.43,306.2
2484,2020-01-10,310.33," 35,217,270.00 ",310.6,312.67,308.25
2485,2020-01-13,316.96," 30,521,720.00 ",311.64,317.07,311.15
2486,2020-01-14,312.68," 40,653,460.00 ",316.7,317.57,312.17
2487,2020-01-15,311.34," 30,480,880.00 ",311.85,315.5,309.55
2488,2020-01-16,315.24," 27,207,250.00 ",313.59,315.7,312.09
2489,2020-01-17,318.73," 34,454,120.00 ",316.27,318.74,315.0
2490,2020-01-21,316.57," 27,710,810.00 ",317.19,319.02,316.0
2491,2020-01-22,317.7," 25,458,120.00 ",318.58,319.99,317.31
2492,2020-01-23,319.23," 26,117,990.00 ",317.92,319.56,315.65
2493,2020-01-24,318.31," 36,634,380.00 ",320.25,323.33,317.52
2494,2020-01-27,308.95," 40,485,010.00 ",310.06,311.77,304.88
2495,2020-01-28,317.69," 40,558,490.00 ",312.6,318.4,312.19
2496,2020-01-29,324.34," 54,149,930.00 ",324.45,327.85,321.38
2497,2020-01-30,323.87," 31,685,810.00 ",320.54,324.09,318.75
2498,2020-01-31,309.51," 49,897,100.00 ",320.93,322.68,308.29
2499,2020-02-03,308.66," 43,496,400.00 ",304.3,313.49,302.22
2500,2020-02-04,318.85," 34,154,130.00 ",315.31,319.64,313.63
2501,2020-02-05,321.45," 29,706,720.00 ",323.52,324.76,318.95
2502,2020-02-06,325.21," 26,356,390.00 ",322.57,325.22,320.26
2503,2020-02-07,320.03," 29,421,010.00 ",322.37,323.4,318.0
2504,2020-02-10,321.55," 27,337,220.00 ",314.18,321.55,313.85
2505,2020-02-11,319.61," 23,580,780.00 ",323.6,323.9,318.71
2506,2020-02-12,327.2," 28,432,570.00 ",321.47,327.22,321.47
2507,2020-02-13,324.87," 23,686,890.00 ",324.19,326.22,323.35
2508,2020-02-14,324.95," 20,028,450.00 ",324.74,325.98,322.85
2509,2020-02-18,319.0," 38,190,550.00 ",315.36,319.75,314.61
2510,2020-02-19,323.62," 23,495,990.00 ",320.0,324.57,320.0
2511,2020-02-20,320.3," 25,141,490.00 ",322.63,324.65,318.21
2512,2020-02-21,313.05," 32,426,420.00 ",318.62,320.45,310.5
2513,2020-02-24,298.18," 55,548,830.00 ",297.26,304.18,289.23
2514,2020-02-25,288.08," 57,668,360.00 ",300.95,302.53,286.13
2515,2020-02-26,292.65," 49,678,430.00 ",286.53,297.88,286.5
2516,2020-02-27,273.52," 80,151,380.00 ",281.1,286.0,272.96
