date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-21,79.1586,79.2415,78.7109,78.7855,11286050,11286050,-0.281881,-0.357,79.0049,"Feb 21, 14",0
2014-02-24,79.2664,80.6261,79.1006,79.9545,16034244,16034244,1.169,1.484,80.1838,"Feb 24, 14",0.014837755678392558
2014-02-25,80.0374,80.3939,79.5566,79.8467,10664330,10664330,-0.107777,-0.135,80.0049,"Feb 25, 14",0.01346948359787016
2014-02-26,80.054,80.3027,79.2001,79.4156,9088471,9088471,-0.431109,-0.54,79.6364,"Feb 26, 14",0.00799766454487182
2014-02-27,79.2415,79.6312,78.8933,79.4571,9101165,9101165,0.041451,0.052,79.3347,"Feb 27, 14",0.008524411217800204
2014-02-28,79.5566,80.2803,79.4073,79.8136,12652612,12652612,0.356495,0.449,79.8606,"Feb 28, 14",0.013049355528618781
2014-03-03,79.3908,80.0374,78.6196,79.1752,11897226,11897226,-0.638376,-0.8,78.9423,"Mar 3, 14",0.004946341649161392
2014-03-04,80.0789,80.3027,79.4819,80.0208,12566341,12566341,0.845641,1.068,79.9561,"Mar 4, 14",0.015679281085986575
2014-03-05,78.9265,79.0011,77.43,77.7658,19836928,19836928,-2.255,-2.818,78.0797,"Mar 5, 14",-0.012942736924941776
2014-03-06,77.658,77.8819,77.3264,77.7326,12612051,12612051,-0.033163,-0.043,77.6005,"Mar 6, 14",-0.013364134263284411
2014-03-07,78.2384,78.8104,77.9233,78.7524,12660051,12660051,1.0197,1.312,78.5174,"Mar 7, 14",-0.0004201280692513796
2014-03-10,78.885,79.2166,78.4788,79.1752,9967356,9967356,0.42282,0.537,78.8866,"Mar 10, 14",0.004946341649161392
2014-03-11,79.0591,79.2498,77.5337,77.9399,12144602,12144602,-1.2353,-1.56,78.1319,"Mar 11, 14",-0.010732939436825363
2014-03-12,77.6331,78.3213,77.5585,78.1057,9705872,9705872,0.165812,0.213,77.8957,"Mar 12, 14",-0.008628491283294517
2014-03-13,78.2964,78.4042,77.3761,77.6331,9872689,9872689,-0.472566,-0.605,72.2989,"Mar 13, 14",-0.01462705700922124
2014-03-14,77.5834,78.114,77.343,77.4922,11731826,11731826,-0.140941,-0.182,77.6621,"Mar 14, 14",-0.01641545715899502
2014-03-17,77.8902,78.371,77.7243,78.1969,8676159,8676159,0.704705,0.909,78.0865,"Mar 17, 14",-0.007470917871943436
2014-03-18,78.2715,78.9679,77.9896,78.5202,8757308,8757308,0.32333,0.413,78.6211,"Mar 18, 14",-0.003367370899467495
2014-03-19,78.4705,79.0094,77.2103,77.7078,9914653,9914653,-0.812477,-1.035,75.7077,"Mar 19, 14",-0.013678912997950042
2014-03-20,77.4673,78.5451,77.1108,78.4125,10405003,10405003,0.704698,0.907,78.2768,"Mar 20, 14",-0.004734373710898639
2014-03-21,78.8436,79.5814,78.1886,78.1886,24482606,24482606,-0.223847,-0.285,75.8122,"Mar 21, 14",-0.007576267206529185
2014-03-24,78.5617,78.8436,78.3296,78.4622,9539768,9539768,0.273595,0.35,78.5866,"Mar 24, 14",-0.004103546972475941
2014-03-25,78.8436,79.4405,78.5949,78.686,9799558,9799558,0.223843,0.285,79.1954,"Mar 25, 14",-0.0012629227459366498
2014-03-26,79.2249,79.2415,78.2715,78.5119,11033634,11033634,-0.1741,-0.221,78.5008,"Mar 26, 14",-0.0034727202340532437
2014-03-27,78.4373,80.0043,77.9813,79.7887,15427492,15427492,1.2768,1.626,79.1355,"Mar 27, 14",0.012733307524861895
2014-03-28,79.9794,81.223,79.9794,80.9991,12321804,12321804,1.2104,1.517,80.8317,"Mar 28, 14",0.0280965406070914
2014-03-31,81.6541,81.9525,80.6841,80.9825,12375215,12375215,-0.016581,-0.02,81.1799,"Mar 31, 14",0.027885841937920083
2014-04-01,80.9577,81.1898,80.6509,81.024,9476393,9476393,0.041452,0.051,80.8651,"Apr 1, 14",0.028412588610848468
2014-04-02,80.8582,81.2976,80.568,81.2064,9550006,9550006,0.182392,0.225,81.0115,"Apr 2, 14",0.030727735433550632
2014-04-03,81.1069,81.6955,80.8831,81.1898,10119284,10119284,-0.016583,-0.02,81.3983,"Apr 3, 14",0.030517036764379314
2014-04-04,81.4966,81.8365,80.6509,80.7172,12496720,12496720,-0.472562,-0.582,81.1414,"Apr 4, 14",0.02451847103845259
2014-04-07,80.6261,80.8582,80.2123,80.2364,10126378,10126378,-0.480854,-0.596,80.3976,"Apr 7, 14",0.01841582524703155
2014-04-08,80.4271,81.1484,80.2115,80.7919,10251416,10251416,0.555467,0.692,80.8358,"Apr 8, 14",0.02546661504972361
