,Date,Open,High,Low,Close,Adj Close,Volume
5192,2018-01-02,1172.0,1190.0,1170.51001,1189.01001,1189.01001,2694500
5193,2018-01-03,1188.300049,1205.48999,1188.300049,1204.199951,1204.199951,3108800
5194,2018-01-04,1205.0,1215.869995,1204.660034,1209.589966,1209.589966,3022100
5195,2018-01-05,1217.51001,1229.140015,1210.0,1229.140015,1229.140015,3544700
5196,2018-01-08,1236.0,1253.079956,1232.030029,1246.869995,1246.869995,4279500
5197,2018-01-09,1256.900024,1259.329956,1241.76001,1252.699951,1252.699951,3661300
5198,2018-01-10,1245.150024,1254.329956,1237.22998,1254.329956,1254.329956,2686000
5199,2018-01-11,1259.73999,1276.77002,1256.459961,1276.680054,1276.680054,3125000
5200,2018-01-12,1273.390015,1305.76001,1273.390015,1305.199951,1305.199951,5443700
5201,2018-01-16,1323.0,1339.939941,1292.300049,1304.859985,1304.859985,7220700
5202,2018-01-17,1312.23999,1314.0,1280.880005,1295.0,1295.0,5253800
5203,2018-01-18,1293.949951,1304.599976,1284.02002,1293.319946,1293.319946,4026900
5204,2018-01-19,1312.0,1313.0,1292.98999,1294.579956,1294.579956,4578500
5205,2018-01-22,1297.170044,1327.449951,1296.660034,1327.310059,1327.310059,4140100
5206,2018-01-23,1338.089966,1364.900024,1337.339966,1362.540039,1362.540039,5169300
5207,2018-01-24,1374.819946,1388.160034,1338.0,1357.51001,1357.51001,6807500
5208,2018-01-25,1368.0,1378.339966,1357.619995,1377.949951,1377.949951,4753000
5209,2018-01-26,1392.01001,1402.530029,1380.910034,1402.050049,1402.050049,4857300
5210,2018-01-29,1409.180054,1431.390015,1400.439941,1417.680054,1417.680054,5701900
5211,2018-01-30,1403.170044,1439.25,1392.0,1437.819946,1437.819946,5871900
5212,2018-01-31,1451.300049,1472.579956,1450.040039,1450.890015,1450.890015,6424700
5213,2018-02-01,1445.0,1459.880005,1385.140015,1390.0,1390.0,9113800
5214,2018-02-02,1477.390015,1498.0,1414.0,1429.949951,1429.949951,11125700
5215,2018-02-05,1402.619995,1458.97998,1320.719971,1390.0,1390.0,11495000
5216,2018-02-06,1361.459961,1443.98999,1351.790039,1442.839966,1442.839966,11066800
5217,2018-02-07,1449.0,1460.98999,1415.150024,1416.780029,1416.780029,7162700
5218,2018-02-08,1429.680054,1433.75,1349.939941,1350.5,1350.5,8578600
5219,2018-02-09,1373.48999,1383.5,1265.930054,1339.599976,1339.599976,14141500
5220,2018-02-12,1364.670044,1393.810059,1344.01001,1386.22998,1386.22998,6738900
5221,2018-02-13,1385.930054,1419.719971,1383.530029,1414.51001,1414.51001,5917900
5222,2018-02-14,1406.25,1452.060059,1403.359985,1451.050049,1451.050049,5959200
5223,2018-02-15,1466.890015,1468.939941,1436.839966,1461.76001,1461.76001,5652700
5224,2018-02-16,1457.369995,1465.800049,1446.560059,1448.689941,1448.689941,4472600
5225,2018-02-20,1446.48999,1488.77002,1446.48999,1468.349976,1468.349976,6499200
5226,2018-02-21,1485.0,1503.48999,1478.920044,1482.920044,1482.920044,6304400
5227,2018-02-22,1495.359985,1502.540039,1475.76001,1485.339966,1485.339966,4858100
5228,2018-02-23,1495.339966,1500.0,1486.5,1500.0,1500.0,4418100
5229,2018-02-26,1509.199951,1522.839966,1507.0,1521.949951,1521.949951,4955000
5230,2018-02-27,1524.5,1526.780029,1507.209961,1511.97998,1511.97998,4808800
5231,2018-02-28,1519.51001,1528.699951,1512.0,1512.449951,1512.449951,4515000
5232,2018-03-01,1513.599976,1518.48999,1465.0,1493.449951,1493.449951,6835200
5233,2018-03-02,1469.099976,1501.050049,1455.01001,1500.25,1500.25,6587600
5234,2018-03-05,1494.23999,1525.380005,1481.0,1523.609985,1523.609985,5233900
5235,2018-03-06,1533.199951,1542.130005,1528.0,1537.640015,1537.640015,4561700
5236,2018-03-07,1526.52002,1545.900024,1522.51001,1545.0,1545.0,4174100
5237,2018-03-08,1550.0,1554.880005,1545.25,1551.859985,1551.859985,3862600
5238,2018-03-09,1563.5,1578.939941,1559.079956,1578.890015,1578.890015,4534300
5239,2018-03-12,1592.599976,1605.329956,1586.699951,1598.390015,1598.390015,5174200
5240,2018-03-13,1615.959961,1617.540039,1578.01001,1588.180054,1588.180054,6531900
5241,2018-03-14,1597.0,1606.439941,1590.890015,1591.0,1591.0,4259400
5242,2018-03-15,1595.0,1596.910034,1578.109985,1582.319946,1582.319946,4069700
5243,2018-03-16,1583.449951,1589.439941,1567.5,1571.680054,1571.680054,5425000
5244,2018-03-19,1554.530029,1561.660034,1525.349976,1544.930054,1544.930054,6580800
5245,2018-03-20,1550.339966,1587.0,1545.410034,1586.51001,1586.51001,4581600
5246,2018-03-21,1586.449951,1590.0,1563.170044,1581.859985,1581.859985,4750800
5247,2018-03-22,1565.469971,1573.849976,1542.400024,1544.920044,1544.920044,6320600
5248,2018-03-23,1539.01001,1549.02002,1495.359985,1495.560059,1495.560059,8006000
5249,2018-03-26,1530.0,1556.98999,1499.25,1555.859985,1555.859985,5624700
5250,2018-03-27,1572.400024,1575.969971,1482.319946,1497.050049,1497.050049,6999600
5251,2018-03-28,1447.0,1455.900024,1386.170044,1431.420044,1431.420044,13705300
5252,2018-03-29,1406.0,1455.469971,1365.199951,1447.339966,1447.339966,12581100
5253,2018-04-02,1417.619995,1421.359985,1355.0,1371.98999,1371.98999,10463600
5254,2018-04-03,1391.380005,1414.0,1355.329956,1392.050049,1392.050049,10231200
5255,2018-04-04,1358.23999,1415.390015,1352.880005,1410.569946,1410.569946,6982300
5256,2018-04-05,1441.98999,1459.560059,1427.069946,1451.75,1451.75,6413500
5257,2018-04-06,1429.969971,1452.5,1400.26001,1405.22998,1405.22998,5882300
5258,2018-04-09,1425.030029,1438.47998,1402.569946,1406.079956,1406.079956,4208200
5259,2018-04-10,1431.98999,1438.380005,1415.699951,1436.219971,1436.219971,4254100
5260,2018-04-11,1439.439941,1448.780029,1424.890015,1427.050049,1427.050049,3582500
5261,2018-04-12,1439.5,1452.119995,1435.060059,1448.5,1448.5,3135000
5262,2018-04-13,1449.140015,1459.780029,1424.52002,1430.790039,1430.790039,3685300
5263,2018-04-16,1445.0,1447.0,1427.47998,1441.5,1441.5,2808600
5264,2018-04-17,1462.300049,1507.189941,1457.02002,1503.829956,1503.829956,5114400
5265,2018-04-18,1514.650024,1533.800049,1504.109985,1527.839966,1527.839966,5227500
5266,2018-04-19,1543.219971,1568.52002,1539.060059,1556.910034,1556.910034,6523700
5267,2018-04-20,1561.199951,1561.199951,1516.089966,1527.48999,1527.48999,5541600
5268,2018-04-23,1546.689941,1548.0,1503.410034,1517.859985,1517.859985,4465400
5269,2018-04-24,1535.800049,1539.5,1448.449951,1460.089966,1460.089966,7494700
5270,2018-04-25,1458.0,1469.98999,1415.02002,1460.170044,1460.170044,6587300
5271,2018-04-26,1485.01001,1529.420044,1478.5,1517.959961,1517.959961,8801100
5272,2018-04-27,1634.01001,1638.099976,1567.390015,1572.619995,1572.619995,13053200
5273,2018-04-30,1582.5,1596.0,1560.939941,1566.130005,1566.130005,5464100
5274,2018-05-01,1563.219971,1585.0,1552.180054,1582.26001,1582.26001,4572100
5275,2018-05-02,1580.97998,1588.5,1566.359985,1569.680054,1569.680054,4360300
5276,2018-05-03,1560.01001,1574.800049,1546.02002,1572.079956,1572.079956,4251900
5277,2018-05-04,1562.449951,1584.900024,1562.189941,1580.949951,1580.949951,3443600
5278,2018-05-07,1589.339966,1606.949951,1587.829956,1600.140015,1600.140015,3801900
5279,2018-05-08,1595.0,1596.880005,1582.51001,1592.390015,1592.390015,3067900
5280,2018-05-09,1600.0,1608.0,1592.0,1608.0,1608.0,3637300
5281,2018-05-10,1608.47998,1615.599976,1603.439941,1609.079956,1609.079956,2817500
5282,2018-05-11,1610.98999,1611.099976,1597.890015,1602.910034,1602.910034,2263900
5283,2018-05-14,1604.0,1611.180054,1600.050049,1601.540039,1601.540039,2509500
5284,2018-05-15,1587.800049,1587.800049,1565.219971,1576.119995,1576.119995,5077500
5285,2018-05-16,1577.5,1594.430054,1576.670044,1587.280029,1587.280029,2570600
5286,2018-05-17,1580.560059,1594.040039,1573.0,1581.76001,1581.76001,2147600
5287,2018-05-18,1581.329956,1583.589966,1572.099976,1574.369995,1574.369995,2642600
5288,2018-05-21,1585.0,1592.050049,1575.0,1585.459961,1585.459961,2925200
5289,2018-05-22,1589.890015,1589.890015,1575.25,1581.400024,1581.400024,2115600
5290,2018-05-23,1571.050049,1601.859985,1566.339966,1601.859985,1601.859985,3361900
5291,2018-05-24,1598.030029,1608.23999,1588.380005,1603.069946,1603.069946,3430000
5292,2018-05-25,1603.0,1614.119995,1600.449951,1610.150024,1610.150024,2698400
5293,2018-05-29,1600.709961,1621.790039,1600.150024,1612.869995,1612.869995,3846500
5294,2018-05-30,1618.099976,1626.0,1612.930054,1624.890015,1624.890015,2907400
5295,2018-05-31,1623.0,1635.0,1621.349976,1629.619995,1629.619995,3166300
5296,2018-06-01,1637.030029,1646.72998,1635.089966,1641.540039,1641.540039,3313400
5297,2018-06-04,1648.900024,1665.680054,1645.48999,1665.27002,1665.27002,3187700
5298,2018-06-05,1672.98999,1699.0,1670.060059,1696.349976,1696.349976,4782200
5299,2018-06-06,1704.51001,1714.5,1686.469971,1695.75,1695.75,5473200
5300,2018-06-07,1698.560059,1699.900024,1676.109985,1689.300049,1689.300049,3765700
5301,2018-06-08,1681.119995,1689.439941,1673.01001,1683.98999,1683.98999,2955100
5302,2018-06-11,1681.51001,1694.23999,1680.589966,1689.119995,1689.119995,2335500
5303,2018-06-12,1693.0,1699.51001,1691.52002,1698.75,1698.75,2259200
5304,2018-06-13,1702.810059,1713.75,1700.119995,1704.859985,1704.859985,3327500
5305,2018-06-14,1713.47998,1724.800049,1708.869995,1723.859985,1723.859985,3174400
5306,2018-06-15,1714.0,1720.869995,1708.52002,1715.969971,1715.969971,4777600
5307,2018-06-18,1706.26001,1726.73999,1702.560059,1723.790039,1723.790039,3107700
5308,2018-06-19,1709.040039,1736.109985,1700.390015,1734.780029,1734.780029,4290100
5309,2018-06-20,1742.5,1762.930054,1741.359985,1750.079956,1750.079956,4332600
5310,2018-06-21,1760.0,1763.099976,1717.560059,1730.219971,1730.219971,4941100
5311,2018-06-22,1742.619995,1743.0,1711.900024,1715.670044,1715.670044,4075100
5312,2018-06-25,1702.51001,1705.0,1646.310059,1663.150024,1663.150024,7511200
5313,2018-06-26,1672.369995,1701.569946,1663.339966,1691.089966,1691.089966,4386600
5314,2018-06-27,1708.109985,1711.949951,1660.0,1660.51001,1660.51001,4872200
5315,2018-06-28,1672.540039,1705.5,1661.170044,1701.449951,1701.449951,4529700
5316,2018-06-29,1717.0,1723.410034,1694.319946,1699.800049,1699.800049,4543500
5317,2018-07-02,1682.699951,1713.890015,1678.060059,1713.780029,1713.780029,3185700
5318,2018-07-03,1723.959961,1725.0,1692.47998,1693.959961,1693.959961,2177300
5319,2018-07-05,1705.380005,1710.689941,1682.150024,1699.72998,1699.72998,2983100
5320,2018-07-06,1696.0,1715.27002,1691.670044,1710.630005,1710.630005,2650300
5321,2018-07-09,1724.050049,1739.560059,1716.22998,1739.02002,1739.02002,3012000
5322,2018-07-10,1738.530029,1750.0,1731.0,1743.069946,1743.069946,3002900
5323,2018-07-11,1737.98999,1756.959961,1734.0,1755.0,1755.0,3209800
5324,2018-07-12,1764.51001,1798.0,1762.180054,1796.619995,1796.619995,4532700
5325,2018-07-13,1803.930054,1815.300049,1795.22998,1813.030029,1813.030029,4383200
5326,2018-07-16,1821.949951,1841.949951,1814.449951,1822.48999,1822.48999,5466200
5327,2018-07-17,1811.560059,1851.689941,1797.380005,1843.930054,1843.930054,5682900
5328,2018-07-18,1848.0,1858.880005,1831.27002,1842.920044,1842.920044,4861900
5329,2018-07-19,1829.459961,1841.0,1811.27002,1812.969971,1812.969971,4676900
5330,2018-07-20,1825.01001,1834.839966,1810.060059,1813.699951,1813.699951,3884400
5331,2018-07-23,1812.209961,1819.0,1769.98999,1802.0,1802.0,3888500
5332,2018-07-24,1829.01001,1840.0,1809.380005,1829.23999,1829.23999,4278700
