,Date,Open,High,Low,Close,Volume
1414,2018-01-02,177.67999267578125,181.5800018310547,177.5500030517578,181.4199981689453,18151900
1415,2018-01-03,181.8800048828125,184.77999877929688,181.3300018310547,184.6699981689453,16886600
1416,2018-01-04,184.8999938964844,186.2100067138672,184.1000061035156,184.3300018310547,13880900
1417,2018-01-05,185.58999633789065,186.8999938964844,184.92999267578125,186.8500061035156,13574500
1418,2018-01-08,187.1999969482422,188.8999938964844,186.3300018310547,188.27999877929688,17994700
1419,2018-01-09,188.6999969482422,188.8000030517578,187.1000061035156,187.8699951171875,12393100
1420,2018-01-10,186.94000244140625,187.88999938964844,185.6300048828125,187.83999633789065,10529900
1421,2018-01-11,188.3999938964844,188.3999938964844,187.3800048828125,187.7700042724609,9588600
1422,2018-01-12,178.05999755859375,181.47999572753903,177.39999389648438,179.3699951171875,77551300
1423,2018-01-16,181.5,181.75,178.0399932861328,178.38999938964844,36183800
1424,2018-01-17,179.25999450683594,179.32000732421875,175.8000030517578,177.60000610351562,27992400
1425,2018-01-18,178.1300048828125,180.97999572753903,177.0800018310547,179.8000030517578,23304900
1426,2018-01-19,180.8500061035156,182.3699951171875,180.1699981689453,181.2899932861328,26826500
1427,2018-01-22,180.8000030517578,185.38999938964844,180.41000366210935,185.3699951171875,21059500
1428,2018-01-23,186.0500030517578,189.5500030517578,185.5500030517578,189.3500061035156,25678800
1429,2018-01-24,189.88999938964844,190.66000366210935,186.5200042724609,186.5500030517578,24334500
1430,2018-01-25,187.9499969482422,188.6199951171875,186.6000061035156,187.47999572753903,17377700
1431,2018-01-26,187.75,190.0,186.80999755859372,190.0,17759200
1432,2018-01-29,188.75,188.83999633789065,185.6300048828125,185.97999572753903,20453200
1433,2018-01-30,187.6199951171875,188.17999267578125,181.83999633789065,187.1199951171875,20858600
1434,2018-01-31,188.3699951171875,189.8300018310547,185.22000122070312,186.88999938964844,43275100
1435,2018-02-01,188.22000122070312,195.32000732421875,187.88999938964844,193.08999633789065,54211300
1436,2018-02-02,192.0399932861328,194.2100067138672,189.97999572753903,190.27999877929688,26677500
1437,2018-02-05,186.92999267578125,190.6100006103516,180.6100006103516,181.25999450683597,33128200
1438,2018-02-06,178.57000732421875,185.7700042724609,177.74000549316406,185.30999755859372,37758500
1439,2018-02-07,184.1499938964844,185.0800018310547,179.9499969482422,180.17999267578125,27601900
1440,2018-02-08,181.00999450683597,181.83999633789065,171.47999572753906,171.5800018310547,38478300
1441,2018-02-09,174.75999450683594,176.89999389648438,167.17999267578125,176.11000061035156,39887600
1442,2018-02-12,177.05999755859375,177.5500030517578,171.83999633789062,176.41000366210938,32092100
1443,2018-02-13,175.6199951171875,175.97000122070312,173.10000610351562,173.14999389648438,21809400
